class,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21
0,0.020883379504084587,0.0809897631406784,-0.010031417943537235,0.06714790314435959,-0.03166826069355011,0.05119941011071205,-0.05397292226552963,0.03280344232916832,-0.07428315281867981,0.012158142402768135,-0.024126842617988586,0.0032637512777000666,-0.033331699669361115,-0.023815488442778587,-0.04169761762022972,-0.0437777116894722,-0.05195498466491699,-0.058046068996191025,-0.004191048908978701,-0.003493274562060833,-0.007040669675916433,-0.040968701243400574,-0.01698354445397854,-0.06185610219836235,-0.025373689830303192,-0.08371487259864807,0.015619972720742226,-0.005381329916417599,0.012850776314735413,-0.03306420519948006,0.0082255182787776,-0.054987020790576935,0.0034868093207478523,-0.07213018834590912,0.02633380889892578,0.007854564115405083,0.033552397042512894,-0.014312746934592724,0.03337622061371803,-0.03639582172036171,0.029463963583111763,-0.05205114185810089
0,0.017816314473748207,0.08542299270629883,-0.014764104038476944,0.07002422213554382,-0.038989245891571045,0.05394003540277481,-0.06336095929145813,0.03697465732693672,-0.08569338917732239,0.015140736475586891,-0.02823122963309288,0.0050386181101202965,-0.03686724975705147,-0.02168215997517109,-0.04601263254880905,-0.04025715962052345,-0.05818084627389908,-0.05151907354593277,-0.00450614420697093,-0.0036004583816975355,-0.007459867279976606,-0.03962956741452217,-0.019588906317949295,-0.05838131904602051,-0.029032956808805466,-0.07897936552762985,0.018640629947185516,-0.00618737144395709,0.01562518998980522,-0.03247971460223198,0.008771705441176891,-0.05259491503238678,-0.00034191180020570755,-0.06936382502317429,0.031803689897060394,0.00684693269431591,0.03634904697537422,-0.016400285065174103,0.03390779718756676,-0.03921809047460556,0.027817796915769577,-0.05470283702015877
0,0.008448129519820213,0.08187758177518845,-0.01920410990715027,0.06292574107646942,-0.04151643440127373,0.044901590794324875,-0.06233831122517586,0.02410912699997425,-0.08081487566232681,0.005990735255181789,-0.02774624712765217,-0.001836088253185153,-0.02983822673559189,-0.03153841197490692,-0.03172620013356209,-0.051204949617385864,-0.039725031703710556,-0.06644859910011292,-0.003771055955439806,-0.004145381506532431,-0.003403022885322571,-0.04257795587182045,-0.012453537434339523,-0.06379978358745575,-0.01914259046316147,-0.08637157827615738,0.01727335900068283,-0.002331865020096302,0.017011888325214386,-0.03163622319698334,0.015510019846260548,-0.05479156970977783,0.010417183861136436,-0.07475511729717255,0.029805241152644157,0.011985422112047672,0.03880421444773674,-0.012167010456323624,0.039519719779491425,-0.03682645782828331,0.03506755456328392,-0.05285869538784027
0,0.011146994307637215,0.08799634128808975,-0.01913202926516533,0.06743501126766205,-0.03825349733233452,0.04773252457380295,-0.058740947395563126,0.026632027700543404,-0.07804799824953079,0.0065155066549777985,-0.02635747566819191,-0.0008031283505260944,-0.029765905812382698,-0.02714516967535019,-0.03415774554014206,-0.04537856578826904,-0.0423675999045372,-0.06197323650121689,-0.0035814200527966022,-0.003765051020309329,-0.0013833492994308472,-0.04238561540842056,-0.01053446251899004,-0.06324104964733124,-0.016749361529946327,-0.08509930223226547,0.016469374299049377,-0.003171489806845784,0.01883133500814438,-0.029498860239982605,0.012684074230492115,-0.05224309116601944,0.006006976589560509,-0.07097446918487549,0.028563274070620537,0.011318878270685673,0.03791766241192818,-0.010317075997591019,0.0383320227265358,-0.03467642888426781,0.02940729632973671,-0.05098657310009003
0,0.005940256640315056,0.0834692120552063,-0.021535558626055717,0.06530006229877472,-0.03949052840471268,0.04716530814766884,-0.0610201433300972,0.026224210858345032,-0.08127036690711975,0.007607148960232735,-0.02070358395576477,-0.0002581104636192322,-0.025269722566008568,-0.027272220700979233,-0.031162813305854797,-0.04766440391540527,-0.043039917945861816,-0.06545785069465637,-0.0028289929032325745,-0.0031609325669705868,-0.0015127835795283318,-0.04018489643931389,-0.010688381269574165,-0.06327284872531891,-0.018293142318725586,-0.08846056461334229,0.013057448901236057,-0.0032640176359564066,0.013347096741199493,-0.029975827783346176,0.008971277624368668,-0.05623778700828552,0.0026525910943746567,-0.07758422940969467,0.02153605781495571,0.009448783472180367,0.027967581525444984,-0.011894844472408295,0.028630994260311127,-0.036907799541950226,0.02318403497338295,-0.05592168867588043
0,0.005301961675286293,0.08398060500621796,-0.02051498368382454,0.06626959145069122,-0.03645794838666916,0.04706496372818947,-0.05735369771718979,0.02887617237865925,-0.07786189019680023,0.009541979059576988,-0.01889323815703392,0.000408797524869442,-0.022077957168221474,-0.02406732365489006,-0.03002813085913658,-0.04677196592092514,-0.04071178287267685,-0.062288280576467514,-0.002531737554818392,-0.0044966088607907295,-0.00037384405732154846,-0.03858545050024986,-0.011209364049136639,-0.060627300292253494,-0.016880042850971222,-0.08663615584373474,0.013135859742760658,-0.0026375658344477415,0.013867799192667007,-0.02795463614165783,0.011227204464375973,-0.05135972797870636,0.0033588744699954987,-0.07422110438346863,0.017789481207728386,0.011238817125558853,0.02600611373782158,-0.009744534268975258,0.027718640863895416,-0.034151338040828705,0.02050209976732731,-0.052790477871894836
0,0.004834029823541641,0.09015468508005142,-0.023290738463401794,0.07077304273843765,-0.0411258190870285,0.051788561046123505,-0.06177342310547829,0.029706329107284546,-0.07898206263780594,0.009765868075191975,-0.02320973016321659,0.0026311292313039303,-0.025519978255033493,-0.025064950808882713,-0.03337141126394272,-0.046747900545597076,-0.044900860637426376,-0.059697333723306656,-0.003269449109211564,-0.004159711301326752,-0.001355939544737339,-0.04138187691569328,-0.011380009353160858,-0.06253935396671295,-0.019867440685629845,-0.08631695806980133,0.0148285161703825,-0.003748232265934348,0.016870781779289246,-0.03046182543039322,0.01148324366658926,-0.05349578335881233,0.003426574170589447,-0.07347331941127777,0.022129522636532784,0.011623912490904331,0.030853964388370514,-0.010237231850624084,0.029454851523041725,-0.03466641902923584,0.022523384541273117,-0.05379389971494675
0,0.0023789629340171814,0.08987464010715485,-0.024874167516827583,0.07161890715360641,-0.04136064648628235,0.05208239331841469,-0.062473148107528687,0.03061893954873085,-0.08122093975543976,0.010019782930612564,-0.022806189954280853,0.001238355878740549,-0.02470286190509796,-0.025154782459139824,-0.03191135823726654,-0.047238241881132126,-0.04281412065029144,-0.06173474341630936,-0.003101265523582697,-0.004629036877304316,0.00015420746058225632,-0.041245803236961365,-0.010216321796178818,-0.06270906329154968,-0.017466139048337936,-0.08553142100572586,0.015177465043962002,-0.003600672585889697,0.016794955357909203,-0.029808003455400467,0.012128293514251709,-0.05241331458091736,0.004014072939753532,-0.07203389704227448,0.02105794847011566,0.011667760089039803,0.030736958608031273,-0.010184593498706818,0.030992820858955383,-0.03479744866490364,0.023186098784208298,-0.053103167563676834
0,0.002657918259501457,0.08704855293035507,-0.02596348710358143,0.07035898417234421,-0.04435058683156967,0.049978770315647125,-0.06707525253295898,0.03015865758061409,-0.08625013381242752,0.010555572807788849,-0.023324808105826378,0.001952421385794878,-0.027617644518613815,-0.025620367377996445,-0.032583221793174744,-0.04564650356769562,-0.04264061897993088,-0.06243902072310448,-0.003452745033428073,-0.003471792209893465,-0.00239645317196846,-0.04084676131606102,-0.011845964938402176,-0.06142636016011238,-0.019481029361486435,-0.08567022532224655,0.015555900521576405,-0.004526121541857719,0.016556935384869576,-0.03058171644806862,0.013131449930369854,-0.05450167879462242,0.0054068900644779205,-0.0748065933585167,0.023453662171959877,0.01014971174299717,0.0327153354883194,-0.0104802455753088,0.03051247075200081,-0.03476127237081528,0.024978462606668472,-0.053822875022888184
0,-0.0003641843795776367,0.08886846899986267,-0.027126900851726532,0.06890299916267395,-0.045474741607904434,0.05103319510817528,-0.06924232840538025,0.03114844486117363,-0.08718232810497284,0.008607186377048492,-0.024043666198849678,0.00038440991193056107,-0.027851350605487823,-0.02637135609984398,-0.03352931886911392,-0.04660715535283089,-0.04412682354450226,-0.059774354100227356,-0.0030810998287051916,-0.0038592256605625153,-0.0013805804774165154,-0.04059290140867233,-0.01082521677017212,-0.0632660835981369,-0.018679209053516388,-0.08663120865821838,0.015075398609042168,-0.0033161151222884655,0.01683441922068596,-0.030113114044070244,0.01303674466907978,-0.05406573787331581,0.0037732459604740143,-0.07530748844146729,0.023254841566085815,0.009741467423737049,0.03287051245570183,-0.009805239737033844,0.033057525753974915,-0.034826114773750305,0.025369897484779358,-0.05229402333498001
